sample_index;forward_barcode;reverse_barcode;count
i3010;FB203324;RB203324;2202
i3010;FB202736;RB202736;188
i3010;FB200090;RB200090;112
i3010;FB200468;RB200468;766
i3010;FB2IC045;RB2IC045;5442
i3010;FB201747;RB201747;1768
i3010;FB200244;RB200244;3858
i3010;FB201572;RB201572;4688
i3010;FB201787;RB201787;2240
i3010;FB200199;RB200199;24959
i3010;FB202691;RB202691;171
i3010;FB200715;RB200715;1843
i3010;FB201124;RB201124;5128
i3010;FB200415;RB200415;517
i3010;FB202138;RB202138;3309
i3010;FB200998;RB200998;47
i3010;FB202171;RB202171;1079
i3010;FB200682;RB200682;18724
i3010;FB201479;RB201479;131
i3010;FB202134;RB202134;491
i3010;FB202025;RB202025;153
i3010;FB203289;RB203289;423
i3010;FB201377;RB201377;349
i3010;FB200300;RB200300;757
i3010;FB200915;RB200915;2999
i3010;FB202787;RB202787;4583
i3010;FB203345;RB203345;4199
i3010;FB201269;RB201269;402
i3010;FB202200;RB202200;1401
i3010;FB201255;RB201255;1969
i3010;FB202201;RB202201;1464
i3010;FB202583;RB202583;1327
i3010;FB201432;RB201432;18787
i3010;FB201156;RB201156;2540
i3010;FB201334;RB201334;539
i3010;FB203277;RB203277;277
i3010;FB200878;RB200878;375
i3010;FB200408;RB200408;752
i3010;FB200309;RB200309;446
i3010;FB202258;RB202258;115
i3010;FB200030;RB200030;584
i3010;FB202725;RB202725;3269
i3010;FB200548;RB200548;44775
i3010;FB200242;RB200242;1039
i3010;FB200411;RB200411;37106
i3010;FB200270;RB200270;365
i3010;FB202629;RB202629;9060
i3010;FB201410;RB201410;3274
i3010;FB201544;RB201544;3806
i3010;FB202476;RB202476;1025
i3010;FB200884;RB200884;122
i3010;FB200571;RB200571;270
i3010;FB200188;RB200188;252
i3010;FB200980;RB200980;113
i3010;FB202497;RB202497;45
i3010;FB200263;RB200263;129
i3010;FB202188;RB202188;275
i3010;FB201243;RB201243;3976
i3010;FB201798;RB201798;310
i3010;FB202817;RB202817;2677
i3010;FB202794;RB202794;932
i3010;FB201398;RB201398;5769
i3010;FB201399;RB201399;385
i3010;FB201666;RB201666;6735
i3010;FB201343;RB201343;1503
i3010;FB201147;RB201147;3
i3010;FB202555;RB202555;892
i3010;FB201266;RB201266;3111
i3010;FB201987;RB201987;944
i3010;FB202100;RB202100;966
i3010;FB202845;RB202845;207
i3010;FB201830;RB201830;8971
i3010;FB200247;RB200247;51135
i3010;FB201925;RB201925;4362
i3010;FB202928;RB202928;11935
i3010;FB202120;RB202120;866
i3010;FB201774;RB201774;3921
i3010;FB202116;RB202116;1145
i3010;FB202106;RB202106;1318
i3010;FB201148;RB201148;1079
i3010;FB201960;RB201960;5909
i3010;FB200673;RB200673;190
i3010;FB200317;RB200317;4545
i3010;FB202128;RB202128;5853
i3010;FB202147;RB202147;4722
i3010;FB201990;RB201990;767
i3010;FB200427;RB200427;5014
i3010;FB201927;RB201927;4258
i3010;FB202850;RB202850;8919
i3010;FB201704;RB201704;211
i3010;FB202172;RB202172;499
i3010;FB200203;RB200203;272
i3010;FB200033;RB200033;7925
i3010;FB200151;RB200151;28459
i3010;FB202180;RB202180;1743
i3010;FB203352;RB203352;794
i3010;FB202430;RB202430;390
i3010;FB203309;RB203309;637
i3010;FB202083;RB202083;1949
i3010;FB202133;RB202133;4161
i3010;FB201134;RB201134;5072
i3010;FB200014;RB200014;194
i3010;FB201614;RB201614;10029
i3010;FB200050;RB200050;7173
i3010;FB200196;RB200196;421
i3010;FB202432;RB202432;96
i3010;FB201638;RB201638;309
i3010;FB201991;RB201991;53
i3010;FB200653;RB200653;281
i3010;FB200732;RB200732;1247
i3010;FB200982;RB200982;91
i3010;FB200792;RB200792;1608
i3010;FB200127;RB200127;157
i3010;FB201506;RB201506;30250
i3010;FB201043;RB201043;3231
i3010;FB200291;RB200291;2290
i3010;FB201556;RB201556;8032
i3010;FB202108;RB202108;2955
i3010;FB202343;RB202343;5172
i3010;FB200234;RB200234;32840
i3010;FB201868;RB201868;2280
i3010;FB202514;RB202514;93
i3010;FB201450;RB201450;429
i3010;FB202203;RB202203;16617
i3010;FB200153;RB200153;307
i3010;FB200204;RB200204;6639
i3010;FB200659;RB200659;17840
i3010;FB201194;RB201194;2070
i3010;FB200752;RB200752;107
i3010;FB201797;RB201797;1132
i3010;FB200288;RB200288;1279
i3010;FB201954;RB201954;2858
i3010;FB200971;RB200971;225
i3010;FB200547;RB200547;947
i3010;FB201177;RB201177;5330
i3010;FB202373;RB202373;692
i3010;FB200417;RB200417;148
i3010;FB200978;RB200978;238
i3010;FB200290;RB200290;42
i3010;FB203403;RB203403;2816
i3010;FB201500;RB201500;2642
i3010;FB202137;RB202137;684
i3010;FB200229;RB200229;109
i3010;FB202193;RB202193;2436
i3010;FB201173;RB201173;270
i3010;FB201636;RB201636;1570
i3010;FB200185;RB200185;986
i3010;FB202612;RB202612;2792
i3010;FB202271;RB202271;509
i3010;FB202085;RB202085;45
i3010;FB201265;RB201265;1922
i3010;FB201263;RB201263;22700
i3010;FB201219;RB201219;394
i3010;FB202662;RB202662;225
i3010;FB200698;RB200698;87538
i3010;FB203285;RB203285;2360
i3010;FB200172;RB200172;165
i3010;FB201873;RB201873;134
i3010;FB200809;RB200809;125
i3010;FB201370;RB201370;1067
i3010;FB202849;RB202849;92
i3010;FB202142;RB202142;534
i3010;FB201696;RB201696;1723
i3010;FB200621;RB200621;45
i3010;FB200009;RB200009;4274
i3010;FB202146;RB202146;681
i3010;FB202596;RB202596;52
i3010;FB203194;RB203194;639
i3010;FB200176;RB200176;897
i3010;FB202148;RB202148;2062
i3010;FB200070;RB200070;114
i3010;FB200223;RB200223;1931
i3010;FB202908;RB202908;7180
i3010;FB201751;RB201751;73567
i3010;FB203037;RB203037;413
i3010;FB201359;RB201359;194
i3010;FB201757;RB201757;2493
i3010;FB203102;RB203102;204
i3010;FB200337;RB200337;25980
i3010;FB200886;RB200886;1362
i3010;FB200255;RB200255;80
i3010;FB201197;RB201197;5413
i3010;FB200770;RB200770;9955
i3010;FB201816;RB201816;9159
i3010;FB202450;RB202450;1076
i3010;FB202157;RB202157;105
i3010;FB201869;RB201869;1099
i3010;FB201984;RB201984;3130
i3010;FB200175;RB200175;15421
i3010;FB202098;RB202098;3178
i3010;FB202185;RB202185;98
i3010;FB201381;RB201381;2584
i3010;FB200237;RB200237;5877
i3010;FB203415;RB203415;487
i3010;FB201274;RB201274;1252
i3010;FB202358;RB202358;351
i3010;FB200430;RB200430;125
i3010;FB2IC010;RB2IC010;13552
i3010;FB200216;RB200216;5120
i3010;FB203278;RB203278;156
i3010;FB203205;RB203205;4804
i3010;FB200410;RB200410;3550
i3010;FB200343;RB200343;4310
i3010;FB200055;RB200055;451
i3010;FB201715;RB201715;1091
i3010;FB201122;RB201122;1193
i3010;FB200132;RB200132;136
i3010;FB202055;RB202055;2092
i3010;FB202584;RB202584;931
i3010;FB201017;RB201017;41435
i3010;FB201591;RB201591;1515
i3010;FB200158;RB200158;706
i3010;FB201894;RB201894;5725
i3010;FB202387;RB202387;750
i3010;FB201549;RB201549;33846
i3010;FB201677;RB201677;5183
i3010;FB200419;RB200419;1380
i3010;FB201593;RB201593;3625
i3010;FB201985;RB201985;1188
i3010;FB201523;RB201523;3518
i3010;FB201008;RB201008;21868
i3010;FB201961;RB201961;1907
i3010;FB200797;RB200797;45118
i3010;FB201690;RB201690;1366
i3010;FB200753;RB200753;5571
i3010;FB203425;RB203425;21448
i3010;FB202046;RB202046;3162
i3010;FB201560;RB201560;1403
i3010;FB203286;RB203286;5217
i3010;FB203421;RB203421;43
i3010;FB201721;RB201721;807
i3010;FB200261;RB200261;186
i3010;FB200432;RB200432;214
i3010;FB201763;RB201763;6793
i3010;FB201607;RB201607;1962
i3010;FB202571;RB202571;252
i3010;FB202043;RB202043;2470
i3010;FB202265;RB202265;340
i3010;FB201953;RB201953;3600
i3010;FB200448;RB200448;5927
i3010;FB201444;RB201444;733
i3010;FB201031;RB201031;850
i3010;FB201671;RB201671;5354
i3010;FB201386;RB201386;25285
i3010;FB202495;RB202495;17858
i3010;FB201139;RB201139;5044
i3010;FB201346;RB201346;1841
i3010;FB200003;RB200003;7650
i3010;FB202220;RB202220;1908
i3010;FB201764;RB201764;165
i3010;FB202423;RB202423;190
i3010;FB200855;RB200855;3478
i3010;FB201692;RB201692;1117
i3010;FB201277;RB201277;173
i3010;FB201169;RB201169;1441
i3010;FB201575;RB201575;12192
i3010;FB201647;RB201647;606
i3010;FB201520;RB201520;13230
i3010;FB200401;RB200401;111
i3010;FB200258;RB200258;340
i3010;FB201294;RB201294;524
i3010;FB200863;RB200863;48013
i3010;FB201510;RB201510;2937
i3010;FB200129;RB200129;8096
i3010;FB202351;RB202351;292
i3010;FB202183;RB202183;1498
i3010;FB200114;RB200114;252
i3010;FB202435;RB202435;10213
i3010;FB200096;RB200096;36
i3010;FB201033;RB201033;16087
i3010;FB201376;RB201376;754
i3010;FB201570;RB201570;12189
i3010;FB203431;RB203431;17883
i3010;FB202096;RB202096;24330
i3010;FB201697;RB201697;5766
i3010;FB201280;RB201280;379
i3010;FB202003;RB202003;35
i3010;FB200534;RB200534;41371
i3010;FB200240;RB200240;1013
i3010;FB200477;RB200477;170
i3010;FB202371;RB202371;6476
i3010;FB201942;RB201942;3313
i3010;FB202216;RB202216;193
i3010;FB202440;RB202440;18013
i3010;FB202526;RB202526;187
i3010;FB201325;RB201325;3631
i3010;FB201822;RB201822;15623
i3010;FB201092;RB201092;6076
i3010;FB200872;RB200872;22016
i3010;FB201279;RB201279;14844
i3010;FB200338;RB200338;133
i3010;FB201009;RB201009;969
i3010;FB202826;RB202826;2351
i3010;FB202214;RB202214;2194
i3010;FB202615;RB202615;32919
i3010;FB201829;RB201829;2793
i3010;FB201912;RB201912;1453
i3010;FB201379;RB201379;6467
i3010;FB200603;RB200603;121
i3010;FB200811;RB200811;515
i3010;FB200688;RB200688;369
i3010;FB201341;RB201341;1227
i3010;FB201820;RB201820;32775
i3010;FB200180;RB200180;1501
i3010;FB200171;RB200171;137
i3010;FB202547;RB202547;2175
i3010;FB200394;RB200394;121
i3010;FB201849;RB201849;2954
i3010;FB201428;RB201428;2561
i3010;FB200803;RB200803;3730
i3010;FB203227;RB203227;637
i3010;FB201809;RB201809;5597
i3010;FB201839;RB201839;735
i3010;FB200614;RB200614;4641
i3010;FB202282;RB202282;2342
i3010;FB200663;RB200663;60349
i3010;FB204469;RB204469;33419
i3010;FB200420;RB200420;235032
i3010;FB200347;RB200347;63
i3010;FB201883;RB201883;2112
i3010;FB200794;RB200794;386
i3010;FB203394;RB203394;2506
i3010;FB201640;RB201640;24569
i3010;FB202230;RB202230;178
i3010;FB202661;RB202661;188
i3010;FB200211;RB200211;317
i3010;FB202955;RB202955;585
i3010;FB201678;RB201678;622
i3010;FB202293;RB202293;542
i3010;FB200661;RB200661;887
i3010;FB201142;RB201142;2617
i3010;FB201186;RB201186;918
i3010;FB202635;RB202635;18048
i3010;FB201348;RB201348;283
i3010;FB200167;RB200167;1610
i3010;FB201545;RB201545;1426
i3010;FB202447;RB202447;258
i3010;FB201416;RB201416;5395
i3010;FB200160;RB200160;572
i3010;FB200882;RB200882;842
i3010;FB200539;RB200539;1095
i3010;FB200115;RB200115;1898
i3010;FB202768;RB202768;813
i3010;FB201283;RB201283;5380
i3010;FB202488;RB202488;113
i3010;FB201384;RB201384;1436
i3010;FB202515;RB202515;432
i3010;FB201703;RB201703;92
i3010;FB202528;RB202528;217
i3010;FB201801;RB201801;1555
i3010;FB201733;RB201733;25172
i3010;FB202242;RB202242;2
i3010;FB200599;RB200599;2751
i3010;FB200930;RB200930;48896
i3010;FB202088;RB202088;177
i3010;FB200787;RB200787;608
i3010;FB201347;RB201347;104
i3010;FB202963;RB202963;1689
i3010;FB200029;RB200029;547
i3010;FB201273;RB201273;483
i3010;FB203168;RB203168;159
i3010;FB201475;RB201475;2379
i3010;FB201943;RB201943;1530
i3010;FB201708;RB201708;38677
i3010;FB201863;RB201863;3132
i3010;FB200235;RB200235;14
i3010;FB201340;RB201340;3690
i3010;FB201459;RB201459;1020
i3010;FB201635;RB201635;2794
i3010;FB201453;RB201453;2544
i3010;FB200699;RB200699;144
i3010;FB201287;RB201287;9142
i3010;FB201233;RB201233;3195
i3010;FB201789;RB201789;213184
i3010;FB200273;RB200273;429
i3010;FB200209;RB200209;494
i3010;FB200135;RB200135;3306
i3010;FB200947;RB200947;125
i3010;FB201867;RB201867;4353
i3010;FB201612;RB201612;1561
i3010;FB201433;RB201433;4257
i3010;FB201136;RB201136;402
i3010;FB202375;RB202375;667
i3010;FB201633;RB201633;306
i3010;FB200089;RB200089;190
i3010;FB201409;RB201409;1674
i3010;FB200687;RB200687;449
i3010;FB200483;RB200483;1364
i3010;FB200034;RB200034;369
i3010;FB200002;RB200002;69
i3010;FB200280;RB200280;199
i3010;FB201203;RB201203;407
i3010;FB201172;RB201172;5733
i3010;FB201103;RB201103;825
i3010;FB202694;RB202694;43
i3010;FB201064;RB201064;268
i3010;FB200833;RB200833;122
i3010;FB201793;RB201793;94
i3010;FB200640;RB200640;59799
i3010;FB202192;RB202192;2862
i3010;FB201705;RB201705;1874
i3010;FB201345;RB201345;445
i3010;FB202620;RB202620;1568
i3010;FB200168;RB200168;175
i3010;FB200445;RB200445;1056
i3010;FB201372;RB201372;8295
i3010;FB200306;RB200306;723
i3010;FB203341;RB203341;66
i3010;FB201730;RB201730;29546
i3010;FB201196;RB201196;1885
i3010;FB201539;RB201539;161
i3010;FB202722;RB202722;1931
i3010;FB201517;RB201517;4514
i3010;FB201067;RB201067;35910
i3010;FB200080;RB200080;708
i3010;FB200161;RB200161;129
i3010;FB203340;RB203340;509
i3010;FB202475;RB202475;2709
i3010;FB201727;RB201727;625
i3010;FB201238;RB201238;310
i3010;FB201244;RB201244;2328
i3010;FB200174;RB200174;1562
i3010;FB200107;RB200107;2212
i3010;FB200681;RB200681;389
i3010;FB200182;RB200182;2139
i3010;FB203218;RB203218;5356
i3010;FB200366;RB200366;757
i3010;FB201896;RB201896;538
i3010;FB201004;RB201004;31378
i3010;FB200276;RB200276;337
i3010;FB202586;RB202586;391
i3010;FB201211;RB201211;2943
i3010;FB202574;RB202574;62
i3010;FB201814;RB201814;1207
i3010;FB201893;RB201893;852
i3010;FB202613;RB202613;415
i3010;FB201567;RB201567;7249
i3010;FB201236;RB201236;5929
i3010;FB201516;RB201516;6590
i3010;FB203250;RB203250;2326
i3010;FB202603;RB202603;262
i3010;FB202112;RB202112;329
i3010;FB200110;RB200110;682
i3010;FB203275;RB203275;2017
i3010;FB201716;RB201716;2913
i3010;FB201723;RB201723;2538
i3010;FB201741;RB201741;12293
i3010;FB202797;RB202797;371
i3010;FB200126;RB200126;12
i3010;FB201957;RB201957;37159
i3010;FB202393;RB202393;124
i3010;FB200370;RB200370;331
i3010;FB201383;RB201383;1436
i3010;FB200994;RB200994;1003
i3010;FB201434;RB201434;745
i3010;FB203377;RB203377;50
i3010;FB201768;RB201768;24573
i3010;FB203226;RB203226;719
i3010;FB202754;RB202754;38
i3010;FB201068;RB201068;11522
i3010;FB200206;RB200206;577
i3010;FB202015;RB202015;3225
i3010;FB202027;RB202027;3947
i3010;FB202314;RB202314;15239
i3010;FB202941;RB202941;8464
i3010;FB202701;RB202701;376
i3010;FB201524;RB201524;10136
i3010;FB202542;RB202542;754
i3010;FB202674;RB202674;41332
i3010;FB200391;RB200391;567
i3010;FB200931;RB200931;2294
i3010;FB200465;RB200465;427
i3010;FB201988;RB201988;1377
i3010;FB200006;RB200006;1910
i3010;FB202262;RB202262;1803
i3010;FB200670;RB200670;382
i3010;FB201675;RB201675;438
i3010;FB202094;RB202094;4567
i3010;FB202104;RB202104;368
i3010;FB201247;RB201247;11163
i3010;FB202472;RB202472;293
i3010;FB203233;RB203233;2213
i3010;FB201599;RB201599;1880
i3010;FB202565;RB202565;77
i3010;FB201472;RB201472;11028
i3010;FB202196;RB202196;3129
i3010;FB200314;RB200314;515
i3010;FB202269;RB202269;149
i3010;FB200517;RB200517;1295
i3010;FB201487;RB201487;1374
i3010;FB203115;RB203115;1118
i3010;FB201406;RB201406;666
i3010;FB202486;RB202486;1502
i3010;FB202189;RB202189;965
i3010;FB202599;RB202599;108
i3010;FB202783;RB202783;2017
i3010;FB200490;RB200490;25369
i3010;FB202412;RB202412;183
i3010;FB200351;RB200351;1821
i3010;FB201800;RB201800;708
i3010;FB201621;RB201621;1290
i3010;FB200983;RB200983;7089
i3010;FB201551;RB201551;1301
i3010;FB201884;RB201884;1573
i3010;FB202979;RB202979;1262
i3010;FB200873;RB200873;57022
i3010;FB201558;RB201558;88894
i3010;FB202049;RB202049;8660
i3010;FB202136;RB202136;134
i3010;FB201656;RB201656;11564
i3010;FB201285;RB201285;10795
i3010;FB202449;RB202449;140
i3010;FB202149;RB202149;31315
i3010;FB200636;RB200636;39
i3010;FB201183;RB201183;2684
i3010;FB200119;RB200119;3124
i3010;FB201691;RB201691;168
i3010;FB202125;RB202125;1768
i3010;FB202022;RB202022;6917
i3010;FB201844;RB201844;2317
i3010;FB202158;RB202158;289
i3010;FB202729;RB202729;370
i3010;FB200238;RB200238;7194
i3010;FB201939;RB201939;1116
i3010;FB203528;RB203528;587
i3010;FB201717;RB201717;1504
i3010;FB201949;RB201949;6613
i3010;FB201408;RB201408;34416
i3010;FB201402;RB201402;102
i3010;FB202140;RB202140;3564
i3010;FB202549;RB202549;732
i3010;FB201648;RB201648;1095
i3010;FB202291;RB202291;4673
i3010;FB202684;RB202684;1959
i3010;FB201403;RB201403;480
i3010;FB202477;RB202477;3815
i3010;FB201016;RB201016;111
i3010;FB202252;RB202252;87
i3010;FB201364;RB201364;11760
i3010;FB200098;RB200098;890
i3010;FB201932;RB201932;6486
i3010;FB200729;RB200729;29473
i3010;FB203201;RB203201;3318
i3010;FB202011;RB202011;3047
i3010;FB200739;RB200739;3422
i3010;FB201657;RB201657;3151
i3010;FB200156;RB200156;780
i3010;FB200807;RB200807;140
i3010;FB202154;RB202154;2709
i3010;FB202064;RB202064;518
i3010;FB200214;RB200214;133
i3010;FB203329;RB203329;94
i3010;FB200849;RB200849;689
i3010;FB201734;RB201734;454
i3010;FB202310;RB202310;1031
i3010;FB202804;RB202804;129
i3010;FB200845;RB200845;2326
i3010;FB200867;RB200867;1354
i3010;FB201389;RB201389;4818
i3010;FB202143;RB202143;4616
i3010;FB202114;RB202114;2018
i3010;FB200589;RB200589;24267
i3010;FB201583;RB201583;396
i3010;FB200222;RB200222;100
i3010;FB200076;RB200076;298
i3010;FB201431;RB201431;2206
i3010;FB202175;RB202175;341
i3010;FB200908;RB200908;15511
i3010;FB200328;RB200328;46
i3010;FB200221;RB200221;839
i3010;FB201099;RB201099;2604
i3010;FB202191;RB202191;744
i3010;FB201623;RB201623;478
i3010;FB201998;RB201998;349
i3010;FB201804;RB201804;1791
i3010;FB202720;RB202720;216
i3010;FB201749;RB201749;14757
i3010;FB201724;RB201724;556
i3010;FB201234;RB201234;3756
i3010;FB201538;RB201538;102
i3010;FB201609;RB201609;24382
i3010;FB201905;RB201905;447
i3010;FB200031;RB200031;194
i3010;FB202445;RB202445;593
i3010;FB203208;RB203208;163
i3010;FB201813;RB201813;89
i3010;FB201145;RB201145;561
i3010;FB201393;RB201393;6040
i3010;FB201865;RB201865;2364
i3010;FB200274;RB200274;786
i3010;FB201430;RB201430;47
i3010;FB200985;RB200985;831
i3010;FB201597;RB201597;7670
i3010;FB201394;RB201394;159
i3010;FB202897;RB202897;5612
i3010;FB201935;RB201935;8443
i3010;FB202263;RB202263;104
i3010;FB201613;RB201613;893
i3010;FB201550;RB201550;540
i3010;FB202733;RB202733;376
i3010;FB202153;RB202153;1030
i3010;FB202460;RB202460;1079
i3010;FB201411;RB201411;922
i3010;FB202422;RB202422;2895
i3010;FB202739;RB202739;4690
i3010;FB201919;RB201919;1227
i3010;FB200082;RB200082;902
i3010;FB202404;RB202404;519
i3010;FB201390;RB201390;4656
i3010;FB201909;RB201909;12685
i3010;FB201886;RB201886;603
i3010;FB203419;RB203419;1697
i3010;FB203396;RB203396;3610
i3010;FB201242;RB201242;20656
i3010;FB201835;RB201835;5169
i3010;FB201926;RB201926;3068
i3010;FB202287;RB202287;106
i3010;FB202019;RB202019;12464
i3010;FB200591;RB200591;305
i3010;FB200024;RB200024;57
i3010;FB201321;RB201321;133
i3010;FB203223;RB203223;821
i3010;FB202421;RB202421;108
i3010;FB201833;RB201833;2427
i3010;FB202080;RB202080;214
i3010;FB201468;RB201468;7161
i3010;FB201120;RB201120;311
i3010;FB202428;RB202428;1085
i3010;FB201299;RB201299;2667
i3010;FB200996;RB200996;1226
i3010;FB200056;RB200056;3008
i3010;FB203131;RB203131;21069
i3010;FB200973;RB200973;117
i3010;FB201735;RB201735;527
i3010;FB202091;RB202091;2282
i3010;FB202062;RB202062;3504
i3010;FB202668;RB202668;366
i3010;FB202044;RB202044;8717
i3010;FB202038;RB202038;1453
i3010;FB201795;RB201795;1126
i3010;FB201686;RB201686;6538
i3010;FB201546;RB201546;29658
i3010;FB200869;RB200869;13510
i3010;FB201160;RB201160;48784
i3010;FB202014;RB202014;4074
i3010;FB202791;RB202791;13206
i3010;FB201477;RB201477;21790
i3010;FB200609;RB200609;8932
i3010;FB201578;RB201578;287
i3010;FB200478;RB200478;4931
i3010;FB200381;RB200381;1319
i3010;FB200744;RB200744;3440
i3010;FB201226;RB201226;2268
i3010;FB201941;RB201941;531
i3010;FB201729;RB201729;3359
i3010;FB201719;RB201719;14050
i3010;FB200272;RB200272;32
i3010;FB201689;RB201689;831
i3010;FB200474;RB200474;3087
i3010;FB201505;RB201505;2307
i3010;FB201850;RB201850;38818
i3010;FB203987;RB203987;71243
i3010;FB201097;RB201097;74
i3010;FB200144;RB200144;792
i3010;FB202489;RB202489;1556
i3010;FB203094;RB203094;513
i3010;FB200077;RB200077;416
i3010;FB201565;RB201565;12239
i3010;FB200709;RB200709;215
i3010;FB200041;RB200041;140
i3010;FB202150;RB202150;159
i3010;FB202110;RB202110;25880
i3010;FB201955;RB201955;475
i3010;FB200163;RB200163;241
i3010;FB200136;RB200136;58
i3010;FB200906;RB200906;10927
i3010;FB201293;RB201293;7437
i3010;FB201785;RB201785;1771
i3010;FB202792;RB202792;103
i3010;FB201586;RB201586;105625
i3010;FB202118;RB202118;357
i3010;FB200438;RB200438;6644
i3010;FB201118;RB201118;1986
i3010;FB200610;RB200610;8138
i3010;FB200294;RB200294;668
i3010;FB200507;RB200507;179
i3010;FB202165;RB202165;892
i3010;FB203336;RB203336;1828
i3010;FB202177;RB202177;1091
i3010;FB201712;RB201712;1719
i3010;FB200150;RB200150;138
i3010;FB202753;RB202753;31
i3010;FB201224;RB201224;1530
i3010;FB200436;RB200436;436
i3010;FB201915;RB201915;2029
i3010;FB200718;RB200718;78
i3010;FB201728;RB201728;20470
i3010;FB203390;RB203390;402
i3010;FB201447;RB201447;4911
i3010;FB203414;RB203414;692
i3010;FB202163;RB202163;2176
i3010;FB200021;RB200021;2608
i3010;FB202078;RB202078;8862
i3010;FB203065;RB203065;1766
i3010;FB200761;RB200761;1405
i3010;FB201312;RB201312;2175
i3010;FB201700;RB201700;2224
i3010;FB201059;RB201059;244
i3010;FB202031;RB202031;1437
i3010;FB201746;RB201746;3015
i3010;FB201181;RB201181;6340
i3010;FB205515;RB205515;14386
i3010;FB205516;RB205516;18965
i3010;FB205517;RB205517;10353
i3010;FB205518;RB205518;19077
i3010;FB205519;RB205519;4808
i3010;FB205520;RB205520;7826
i3010;FB205521;RB205521;7007
i3010;FB205522;RB205522;3375
i3010;FB205523;RB205523;12255
i3010;FB205524;RB205524;9310
i3010;FB205525;RB205525;9232
i3010;FB205526;RB205526;6286
i3010;FB205527;RB205527;11085
i3011;FB201772;RB201772;12228
i3011;FB201507;RB201507;4970
i3011;FB203264;RB203264;283
i3011;FB200972;RB200972;26757
i3011;FB201397;RB201397;978
i3011;FB202538;RB202538;1024
i3011;FB203089;RB203089;1664
i3011;FB201251;RB201251;3499
i3011;FB201778;RB201778;494
i3011;FB201782;RB201782;307
i3011;FB201537;RB201537;7898
i3011;FB200755;RB200755;17913
i3011;FB202020;RB202020;87
i3011;FB200489;RB200489;185
i3011;FB201706;RB201706;5679
i3011;FB201259;RB201259;613
i3011;FB201461;RB201461;4399
i3011;FB200735;RB200735;141435
i3011;FB202726;RB202726;87
i3011;FB202068;RB202068;580
i3011;FB201363;RB201363;899
i3011;FB202581;RB202581;503
i3011;FB201135;RB201135;14289
i3011;FB201566;RB201566;1773
i3011;FB201824;RB201824;5347
i3011;FB200564;RB200564;9961
i3011;FB203249;RB203249;1458
i3011;FB201366;RB201366;7170
i3011;FB200266;RB200266;61563
i3011;FB201738;RB201738;61
i3011;FB200617;RB200617;2779
i3011;FB201780;RB201780;241
i3011;FB200725;RB200725;1332
i3011;FB201494;RB201494;1776
i3011;FB201531;RB201531;15221
i3011;FB201796;RB201796;46
i3011;FB202405;RB202405;176
i3011;FB201199;RB201199;2694
i3011;FB200502;RB200502;97
i3011;FB201999;RB201999;2487
i3011;FB200396;RB200396;332
i3011;FB200007;RB200007;33
i3011;FB200245;RB200245;228
i3011;FB200265;RB200265;212
i3011;FB202407;RB202407;817
i3011;FB202663;RB202663;200
i3011;FB201257;RB201257;16578
i3011;FB201162;RB201162;790
i3011;FB202579;RB202579;346
i3011;FB200992;RB200992;146
i3011;FB203364;RB203364;13683
i3011;FB202169;RB202169;1777
i3011;FB200298;RB200298;753
i3011;FB200563;RB200563;311
i3011;FB202465;RB202465;7865
i3011;FB200120;RB200120;581
i3011;FB201683;RB201683;40503
i3011;FB202570;RB202570;29008
i3011;FB201501;RB201501;1990
i3011;FB201655;RB201655;13633
i3011;FB202857;RB202857;3275
i3011;FB202079;RB202079;613
i3011;FB201616;RB201616;4371
i3011;FB200402;RB200402;4057
i3011;FB201239;RB201239;499
i3011;FB202994;RB202994;950
i3011;FB200702;RB200702;715
i3011;FB201878;RB201878;462
i3011;FB201077;RB201077;292
i3011;FB200741;RB200741;4484
i3011;FB201062;RB201062;14233
i3011;FB203293;RB203293;423
i3011;FB203328;RB203328;1595
i3011;FB200616;RB200616;358
i3011;FB200919;RB200919;349
i3011;FB200038;RB200038;81
i3011;FB200531;RB200531;332
i3011;FB202534;RB202534;5112
i3011;FB200017;RB200017;831
i3011;FB201950;RB201950;906
i3011;FB2IC031;RB2IC031;2069
i3011;FB201515;RB201515;1391
i3011;FB204214;RB204214;296
i3011;FB202518;RB202518;1388
i3011;FB201230;RB201230;1460
i3011;FB201407;RB201407;3683
i3011;FB202710;RB202710;1825
i3011;FB203327;RB203327;467
i3011;FB200742;RB200742;978
i3011;FB203319;RB203319;23941
i3011;FB201860;RB201860;1626
i3011;FB200850;RB200850;357
i3011;FB202776;RB202776;1726
i3011;FB201161;RB201161;6181
i3011;FB201592;RB201592;1981
i3011;FB200601;RB200601;194
i3011;FB202103;RB202103;248
i3011;FB203241;RB203241;168
i3011;FB200623;RB200623;1852
i3011;FB201110;RB201110;1979
i3011;FB202860;RB202860;280
i3011;FB200665;RB200665;14827
i3011;FB201313;RB201313;2671
i3011;FB202909;RB202909;8173
i3011;FB200279;RB200279;165
i3011;FB201128;RB201128;18712
i3011;FB200325;RB200325;322
i3011;FB202006;RB202006;78
i3011;FB202070;RB202070;61
i3011;FB201541;RB201541;4058
i3011;FB201032;RB201032;383
i3011;FB202059;RB202059;12973
i3011;FB202054;RB202054;13460
i3011;FB201193;RB201193;5036
i3011;FB200839;RB200839;171
i3011;FB200065;RB200065;4798
i3011;FB202471;RB202471;124
i3011;FB200103;RB200103;5043
i3011;FB201503;RB201503;2313
