sample_index;forward_barcode;reverse_barcode;count
i3017;FB200420;RB200420;146583
i3017;FB200347;RB200347;76
i3017;FB201883;RB201883;1545
i3017;FB200794;RB200794;603
i3017;FB203394;RB203394;2567
i3017;FB201640;RB201640;17276
i3017;FB202230;RB202230;186
i3017;FB202661;RB202661;176
i3017;FB200211;RB200211;282
i3017;FB202955;RB202955;527
i3017;FB201678;RB201678;366
i3017;FB202293;RB202293;238
i3017;FB200661;RB200661;396
i3017;FB201142;RB201142;1745
i3017;FB201186;RB201186;794
i3017;FB202635;RB202635;25598
i3017;FB201348;RB201348;306
i3017;FB200167;RB200167;1077
i3017;FB201545;RB201545;1243
i3017;FB202447;RB202447;321
i3017;FB201416;RB201416;6505
i3017;FB200160;RB200160;1243
i3017;FB200882;RB200882;1624
i3017;FB200539;RB200539;898
i3017;FB200115;RB200115;1776
i3017;FB202768;RB202768;1616
i3017;FB201283;RB201283;5291
i3017;FB202488;RB202488;3813
i3017;FB201384;RB201384;963
i3017;FB202515;RB202515;211
i3017;FB201703;RB201703;177
i3017;FB202528;RB202528;140
i3017;FB201801;RB201801;1657
i3017;FB201733;RB201733;32149
i3017;FB202242;RB202242;3
i3017;FB200599;RB200599;2652
i3017;FB200930;RB200930;24439
i3017;FB202088;RB202088;160
i3017;FB200787;RB200787;644
i3017;FB201347;RB201347;149
i3017;FB202963;RB202963;1153
i3017;FB200029;RB200029;494
i3017;FB201273;RB201273;496
i3017;FB203168;RB203168;117
i3017;FB201475;RB201475;4811
i3017;FB201943;RB201943;1496
i3017;FB201708;RB201708;31174
i3017;FB201863;RB201863;3390
i3017;FB200235;RB200235;20
i3017;FB201340;RB201340;4316
i3017;FB201459;RB201459;1056
i3017;FB201635;RB201635;1286
i3017;FB201453;RB201453;4328
i3017;FB200699;RB200699;76
i3017;FB201287;RB201287;8011
i3017;FB201233;RB201233;1657
i3017;FB201789;RB201789;53931
i3017;FB200273;RB200273;557
i3017;FB200209;RB200209;235
i3017;FB200135;RB200135;1415
i3017;FB200947;RB200947;348
i3017;FB201867;RB201867;3286
i3017;FB201612;RB201612;1328
i3017;FB201433;RB201433;6290
i3017;FB201136;RB201136;505
i3017;FB202375;RB202375;556
i3017;FB201633;RB201633;293
i3017;FB200089;RB200089;400
i3017;FB201409;RB201409;1291
i3017;FB200687;RB200687;433
i3017;FB200483;RB200483;2724
i3017;FB200034;RB200034;179
i3017;FB200002;RB200002;48
i3017;FB200280;RB200280;370
i3017;FB201203;RB201203;613
i3017;FB201172;RB201172;4593
i3017;FB201103;RB201103;892
i3017;FB202694;RB202694;67
i3017;FB201064;RB201064;100
i3017;FB200833;RB200833;289
i3017;FB201793;RB201793;67
i3017;FB200640;RB200640;32377
i3017;FB202192;RB202192;2515
i3017;FB201705;RB201705;2809
i3017;FB201345;RB201345;305
i3017;FB202620;RB202620;164
i3017;FB200168;RB200168;135
i3017;FB200445;RB200445;1063
i3017;FB201372;RB201372;10830
i3017;FB200306;RB200306;364
i3017;FB203341;RB203341;153
i3017;FB201730;RB201730;35390
i3017;FB201196;RB201196;1628
i3017;FB201539;RB201539;173
i3017;FB202722;RB202722;880
i3017;FB201517;RB201517;8264
i3017;FB201067;RB201067;13983
i3017;FB200080;RB200080;406
i3017;FB200161;RB200161;119
i3017;FB203340;RB203340;667
i3017;FB202475;RB202475;2663
i3017;FB201727;RB201727;1360
i3017;FB201238;RB201238;119
i3017;FB201244;RB201244;3511
i3017;FB200174;RB200174;751
i3017;FB200107;RB200107;1281
i3017;FB200681;RB200681;858
i3017;FB200182;RB200182;2507
i3017;FB203218;RB203218;4610
i3017;FB200366;RB200366;647
i3017;FB201896;RB201896;277
i3017;FB201004;RB201004;34160
i3017;FB200276;RB200276;272
i3017;FB202586;RB202586;320
i3017;FB201211;RB201211;6086
i3017;FB202574;RB202574;29
i3017;FB201814;RB201814;1934
i3017;FB201893;RB201893;254
i3017;FB202613;RB202613;331
i3017;FB201567;RB201567;3365
i3017;FB201236;RB201236;6911
i3017;FB201516;RB201516;2823
i3017;FB203250;RB203250;482
i3017;FB202603;RB202603;206
i3017;FB202112;RB202112;232
i3017;FB200110;RB200110;733
i3017;FB203275;RB203275;1218
i3017;FB201716;RB201716;2202
i3017;FB201723;RB201723;1478
i3017;FB201741;RB201741;9820
i3017;FB202797;RB202797;340
i3017;FB200126;RB200126;50
i3017;FB201957;RB201957;49230
i3017;FB202393;RB202393;95
i3017;FB200370;RB200370;244
i3017;FB201383;RB201383;623
i3017;FB200994;RB200994;364
i3017;FB201434;RB201434;739
i3017;FB203377;RB203377;134
i3017;FB201768;RB201768;23044
i3017;FB203226;RB203226;670
i3017;FB202754;RB202754;332
i3017;FB201068;RB201068;13908
i3017;FB200206;RB200206;670
i3017;FB202015;RB202015;1039
i3017;FB202027;RB202027;882
i3017;FB202314;RB202314;15178
i3017;FB202941;RB202941;7070
i3017;FB202701;RB202701;86
i3017;FB201524;RB201524;22293
i3017;FB202542;RB202542;583
i3017;FB202674;RB202674;40052
i3017;FB200391;RB200391;477
i3017;FB200931;RB200931;3081
i3017;FB200465;RB200465;601
i3017;FB201988;RB201988;1519
i3017;FB200006;RB200006;1019
i3017;FB202262;RB202262;2356
i3017;FB200670;RB200670;404
i3017;FB201675;RB201675;209
i3017;FB202094;RB202094;3041
i3017;FB202104;RB202104;430
i3017;FB201247;RB201247;16149
i3017;FB202472;RB202472;2401
i3017;FB203233;RB203233;2854
i3017;FB201599;RB201599;982
i3017;FB202565;RB202565;55
i3017;FB201472;RB201472;20014
i3017;FB202196;RB202196;3531
i3017;FB200314;RB200314;330
i3017;FB202269;RB202269;102
i3017;FB200517;RB200517;1703
i3017;FB201487;RB201487;1464
i3017;FB203115;RB203115;1347
i3017;FB201406;RB201406;957
i3017;FB202486;RB202486;1711
i3017;FB202189;RB202189;1369
i3017;FB202599;RB202599;118
i3017;FB202783;RB202783;2062
i3017;FB200490;RB200490;36354
i3017;FB202412;RB202412;111
i3017;FB200351;RB200351;2208
i3017;FB201800;RB201800;354
i3017;FB201621;RB201621;1143
i3017;FB200983;RB200983;3082
i3017;FB201551;RB201551;539
i3017;FB201884;RB201884;1444
i3017;FB202979;RB202979;685
i3017;FB200873;RB200873;43162
i3017;FB201558;RB201558;70673
i3017;FB202049;RB202049;5439
i3017;FB202136;RB202136;113
i3017;FB201656;RB201656;16405
i3017;FB201285;RB201285;13828
i3017;FB202449;RB202449;144
i3017;FB202149;RB202149;26632
i3017;FB200636;RB200636;198
i3017;FB201183;RB201183;2761
i3017;FB200119;RB200119;2676
i3017;FB201691;RB201691;253
i3017;FB202125;RB202125;1263
i3017;FB202022;RB202022;10705
i3017;FB201844;RB201844;2553
i3017;FB202158;RB202158;202
i3017;FB202729;RB202729;421
i3017;FB200238;RB200238;3463
i3017;FB201939;RB201939;658
i3017;FB203528;RB203528;626
i3017;FB201717;RB201717;1869
i3017;FB201949;RB201949;3097
i3017;FB201408;RB201408;7307
i3017;FB201402;RB201402;76
i3017;FB202140;RB202140;5816
i3017;FB202549;RB202549;659
i3017;FB201648;RB201648;265
i3017;FB202291;RB202291;4987
i3017;FB202684;RB202684;706
i3017;FB201403;RB201403;549
i3017;FB202477;RB202477;2175
i3017;FB201016;RB201016;69
i3017;FB202252;RB202252;436
i3017;FB201364;RB201364;45351
i3017;FB200098;RB200098;909
i3017;FB201932;RB201932;10212
i3017;FB200729;RB200729;27430
i3017;FB203201;RB203201;4371
i3017;FB202011;RB202011;2079
i3017;FB200739;RB200739;2249
i3017;FB201657;RB201657;3801
i3017;FB200156;RB200156;1262
i3017;FB200807;RB200807;115
i3017;FB202154;RB202154;2319
i3017;FB202064;RB202064;325
i3017;FB200214;RB200214;480
i3017;FB203329;RB203329;43
i3017;FB200849;RB200849;745
i3017;FB201734;RB201734;628
i3017;FB202310;RB202310;1650
i3017;FB202804;RB202804;171
i3017;FB200845;RB200845;1676
i3017;FB200867;RB200867;1093
i3017;FB201389;RB201389;2700
i3017;FB202143;RB202143;2973
i3017;FB202114;RB202114;1232
i3017;FB200589;RB200589;17307
i3017;FB201583;RB201583;422
i3017;FB200222;RB200222;78
i3017;FB200076;RB200076;192
i3017;FB201431;RB201431;2680
i3017;FB202175;RB202175;272
i3017;FB200908;RB200908;21065
i3017;FB200328;RB200328;53
i3017;FB200221;RB200221;543
i3017;FB201099;RB201099;2143
i3017;FB202191;RB202191;607
i3017;FB201623;RB201623;1257
i3017;FB201998;RB201998;269
i3017;FB201804;RB201804;2698
i3017;FB202720;RB202720;1042
i3017;FB201749;RB201749;7294
i3017;FB201724;RB201724;384
i3017;FB201234;RB201234;4816
i3017;FB201538;RB201538;230
i3017;FB201609;RB201609;2204
i3017;FB201905;RB201905;201
i3017;FB200031;RB200031;127
i3017;FB202445;RB202445;877
i3017;FB203208;RB203208;220
i3017;FB201813;RB201813;70
i3017;FB201145;RB201145;561
i3017;FB201393;RB201393;3646
i3017;FB201865;RB201865;1924
i3017;FB200274;RB200274;576
i3017;FB201430;RB201430;32
i3017;FB200985;RB200985;748
i3017;FB201597;RB201597;6223
i3017;FB201394;RB201394;83
i3017;FB202897;RB202897;2534
i3017;FB201935;RB201935;8001
i3017;FB202263;RB202263;149
i3017;FB201613;RB201613;664
i3017;FB201550;RB201550;12334
i3017;FB202733;RB202733;558
i3017;FB202153;RB202153;1063
i3017;FB202460;RB202460;1963
i3017;FB201411;RB201411;418
i3017;FB202422;RB202422;1890
i3017;FB202739;RB202739;4369
i3017;FB201919;RB201919;739
i3017;FB200082;RB200082;1416
i3017;FB202404;RB202404;346
i3017;FB201390;RB201390;7899
i3017;FB201909;RB201909;20188
i3017;FB201886;RB201886;2574
i3017;FB203419;RB203419;35
i3017;FB203396;RB203396;9125
i3017;FB201242;RB201242;3089
i3017;FB201835;RB201835;6327
i3017;FB201926;RB201926;4324
i3017;FB202287;RB202287;54
i3017;FB202019;RB202019;23733
i3017;FB200591;RB200591;358
i3017;FB200024;RB200024;50
i3017;FB201321;RB201321;160
i3017;FB203223;RB203223;1163
i3017;FB202421;RB202421;91
i3017;FB201833;RB201833;6853
i3017;FB202080;RB202080;210
i3017;FB201468;RB201468;6163
i3017;FB201120;RB201120;192
i3017;FB202428;RB202428;531
i3017;FB201299;RB201299;7245
i3017;FB200996;RB200996;274
i3017;FB200056;RB200056;129
i3017;FB203131;RB203131;21971
i3017;FB200973;RB200973;162
i3017;FB201735;RB201735;1189
i3017;FB202091;RB202091;2780
i3017;FB202062;RB202062;3926
i3017;FB202668;RB202668;218
i3017;FB202044;RB202044;5653
i3017;FB202038;RB202038;4062
i3017;FB201795;RB201795;888
i3017;FB201686;RB201686;2785
i3017;FB201546;RB201546;25535
i3017;FB200869;RB200869;11380
i3017;FB201160;RB201160;43648
i3017;FB202014;RB202014;5909
i3017;FB202791;RB202791;37612
i3017;FB201477;RB201477;22035
i3017;FB200609;RB200609;12604
i3017;FB201578;RB201578;329
i3017;FB200478;RB200478;3808
i3017;FB200381;RB200381;932
i3017;FB200744;RB200744;4805
i3017;FB201226;RB201226;1482
i3017;FB201941;RB201941;443
i3017;FB201729;RB201729;3164
i3017;FB201719;RB201719;20253
i3017;FB200272;RB200272;52
i3017;FB201689;RB201689;1390
i3017;FB200474;RB200474;2559
i3017;FB201505;RB201505;1299
i3017;FB201850;RB201850;53686
i3017;FB203987;RB203987;75418
i3017;FB201097;RB201097;40
i3017;FB200144;RB200144;916
i3017;FB202489;RB202489;2915
i3017;FB203094;RB203094;654
i3017;FB200077;RB200077;237
i3017;FB201565;RB201565;7317
i3017;FB200709;RB200709;366
i3017;FB200041;RB200041;225
i3017;FB202150;RB202150;143
i3017;FB202110;RB202110;14095
i3017;FB201955;RB201955;311
i3017;FB200163;RB200163;275
i3017;FB200136;RB200136;151
i3017;FB200906;RB200906;11424
i3017;FB201293;RB201293;8053
i3017;FB201785;RB201785;1374
i3017;FB202792;RB202792;61
i3017;FB201586;RB201586;157796
i3017;FB202118;RB202118;319
i3017;FB200438;RB200438;8375
i3017;FB201118;RB201118;524
i3017;FB200610;RB200610;4215
i3017;FB200294;RB200294;759
i3017;FB200507;RB200507;332
i3017;FB202165;RB202165;511
i3017;FB203336;RB203336;1570
i3017;FB202177;RB202177;1401
i3017;FB201712;RB201712;1797
i3017;FB200150;RB200150;251
i3017;FB202753;RB202753;43
i3017;FB201224;RB201224;576
i3017;FB200436;RB200436;73
i3017;FB201915;RB201915;2176
i3017;FB200718;RB200718;265
i3017;FB201728;RB201728;19039
i3017;FB203390;RB203390;167
i3017;FB201447;RB201447;5060
i3017;FB203414;RB203414;545
i3017;FB202163;RB202163;1826
i3017;FB200021;RB200021;2551
i3017;FB202078;RB202078;15607
i3017;FB203065;RB203065;1745
i3017;FB200761;RB200761;1052
i3017;FB201312;RB201312;2308
i3017;FB201700;RB201700;1096
i3017;FB201059;RB201059;249
i3017;FB202031;RB202031;1210
i3017;FB201746;RB201746;2024
i3017;FB201181;RB201181;3276
i3017;FB205515;RB205515;6355
i3017;FB205516;RB205516;20919
i3017;FB205517;RB205517;4661
i3017;FB205518;RB205518;5495
i3017;FB205519;RB205519;4426
i3017;FB205520;RB205520;3715
i3017;FB205521;RB205521;16570
i3017;FB205522;RB205522;8443
i3017;FB205523;RB205523;8801
i3017;FB205524;RB205524;2333
i3017;FB205525;RB205525;29270
i3017;FB205526;RB205526;5962
i3017;FB205527;RB205527;10473
i3018;FB201772;RB201772;13298
i3018;FB201507;RB201507;5268
i3018;FB203264;RB203264;320
i3018;FB200972;RB200972;26927
i3018;FB201397;RB201397;601
i3018;FB202538;RB202538;1639
i3018;FB203089;RB203089;1151
i3018;FB201251;RB201251;1369
i3018;FB201778;RB201778;161
i3018;FB201782;RB201782;465
i3018;FB201537;RB201537;10585
i3018;FB200755;RB200755;15406
i3018;FB202020;RB202020;62
i3018;FB200489;RB200489;222
i3018;FB201706;RB201706;4342
i3018;FB201259;RB201259;739
i3018;FB201461;RB201461;3044
i3018;FB200735;RB200735;141380
i3018;FB202726;RB202726;87
i3018;FB202068;RB202068;863
i3018;FB201363;RB201363;867
i3018;FB202581;RB202581;219
i3018;FB201135;RB201135;8354
i3018;FB201566;RB201566;1198
i3018;FB201824;RB201824;3550
i3018;FB200564;RB200564;3408
i3018;FB203249;RB203249;1234
i3018;FB201366;RB201366;5717
i3018;FB200266;RB200266;54310
i3018;FB201738;RB201738;102
i3018;FB200617;RB200617;7133
i3018;FB201780;RB201780;216
i3018;FB200725;RB200725;479
i3018;FB201494;RB201494;1894
i3018;FB201531;RB201531;3696
i3018;FB201796;RB201796;55
i3018;FB202405;RB202405;145
i3018;FB201199;RB201199;2637
i3018;FB200502;RB200502;109
i3018;FB201999;RB201999;1408
i3018;FB200396;RB200396;298
i3018;FB200007;RB200007;26
i3018;FB200245;RB200245;139
i3018;FB200265;RB200265;201
i3018;FB202407;RB202407;3218
i3018;FB202663;RB202663;240
i3018;FB201257;RB201257;16679
i3018;FB201162;RB201162;604
i3018;FB202579;RB202579;354
i3018;FB200992;RB200992;642
i3018;FB203364;RB203364;37172
i3018;FB202169;RB202169;781
i3018;FB200298;RB200298;1791
i3018;FB200563;RB200563;251
i3018;FB202465;RB202465;7540
i3018;FB200120;RB200120;190
i3018;FB201683;RB201683;43105
i3018;FB202570;RB202570;40972
i3018;FB201501;RB201501;5624
i3018;FB201655;RB201655;8928
i3018;FB202857;RB202857;2702
i3018;FB202079;RB202079;644
i3018;FB201616;RB201616;3863
i3018;FB200402;RB200402;4461
i3018;FB201239;RB201239;570
i3018;FB202994;RB202994;1085
i3018;FB200702;RB200702;495
i3018;FB201878;RB201878;435
i3018;FB201077;RB201077;344
i3018;FB200741;RB200741;5181
i3018;FB201062;RB201062;8450
i3018;FB203293;RB203293;346
i3018;FB203328;RB203328;1615
i3018;FB200616;RB200616;307
i3018;FB200919;RB200919;216
i3018;FB200038;RB200038;55
i3018;FB200531;RB200531;510
i3018;FB202534;RB202534;3969
i3018;FB200017;RB200017;1313
i3018;FB201950;RB201950;859
i3018;FB2IC031;RB2IC031;1607
i3018;FB201515;RB201515;2107
i3018;FB204214;RB204214;216
i3018;FB202518;RB202518;2292
i3018;FB201230;RB201230;1938
i3018;FB201407;RB201407;3648
i3018;FB202710;RB202710;2087
i3018;FB203327;RB203327;260
i3018;FB200742;RB200742;980
i3018;FB203319;RB203319;24159
i3018;FB201860;RB201860;1642
i3018;FB200850;RB200850;289
i3018;FB202776;RB202776;1372
i3018;FB201161;RB201161;7229
i3018;FB201592;RB201592;2309
i3018;FB200601;RB200601;333
i3018;FB202103;RB202103;258
i3018;FB203241;RB203241;93
i3018;FB200623;RB200623;1119
i3018;FB201110;RB201110;2477
i3018;FB202860;RB202860;254
i3018;FB200665;RB200665;11044
i3018;FB201313;RB201313;2746
i3018;FB202909;RB202909;12493
i3018;FB200279;RB200279;153
i3018;FB201128;RB201128;17153
i3018;FB200325;RB200325;447
i3018;FB202006;RB202006;192
i3018;FB202070;RB202070;40
i3018;FB201541;RB201541;4170
i3018;FB201032;RB201032;489
i3018;FB202059;RB202059;5273
i3018;FB202054;RB202054;9930
i3018;FB201193;RB201193;3297
i3018;FB200839;RB200839;212
i3018;FB200065;RB200065;4759
i3018;FB202471;RB202471;140
i3018;FB200103;RB200103;4419
i3018;FB201503;RB201503;2298
i3018;FB201378;RB201378;819
i3018;FB201981;RB201981;488
i3018;FB201880;RB201880;2096
i3018;FB201256;RB201256;478
i3018;FB201667;RB201667;143223
i3018;FB201184;RB201184;38154
i3018;FB200764;RB200764;4600
i3018;FB200063;RB200063;1160
i3018;FB201245;RB201245;3163
i3018;FB200789;RB200789;19219
i3018;FB200319;RB200319;1173
i3018;FB202060;RB202060;639
i3018;FB200066;RB200066;1498
i3018;FB201352;RB201352;2991
i3018;FB203333;RB203333;4522
i3018;FB201201;RB201201;3529
i3018;FB200530;RB200530;234
i3018;FB200473;RB200473;4084
i3018;FB201522;RB201522;2133
i3018;FB200717;RB200717;241
i3018;FB200149;RB200149;1095
i3018;FB202013;RB202013;213
i3018;FB201025;RB201025;60
i3018;FB201010;RB201010;35666
i3018;FB203365;RB203365;25936
i3018;FB201654;RB201654;3826
i3018;FB203314;RB203314;24
i3018;FB201714;RB201714;9378
i3018;FB201900;RB201900;2288
i3018;FB201458;RB201458;5718
i3018;FB202161;RB202161;298
i3018;FB201246;RB201246;853
i3018;FB201808;RB201808;9942
i3018;FB200937;RB200937;251544
i3018;FB201151;RB201151;666658
i3018;FB201913;RB201913;24138
i3018;FB201557;RB201557;9239
i3018;FB201442;RB201442;97077
i3018;FB200383;RB200383;270
i3018;FB201254;RB201254;711
i3018;FB201441;RB201441;2992
i3018;FB201603;RB201603;700
i3018;FB202951;RB202951;2290
i3018;FB202698;RB202698;1083
i3018;FB201620;RB201620;5896
i3018;FB200518;RB200518;4718
i3018;FB200446;RB200446;6812
i3018;FB201871;RB201871;992
i3018;FB200049;RB200049;633
i3018;FB201577;RB201577;9806
i3018;FB200954;RB200954;349
i3018;FB201499;RB201499;1519
i3018;FB201380;RB201380;291
i3018;FB201292;RB201292;4480
i3018;FB201562;RB201562;1006
i3018;FB200690;RB200690;9891
i3018;FB202089;RB202089;8869
i3018;FB201684;RB201684;4838
i3018;FB201131;RB201131;21676
i3018;FB203075;RB203075;698
i3018;FB201569;RB201569;4207
i3018;FB202045;RB202045;1675
i3018;FB201231;RB201231;1595
i3018;FB201688;RB201688;7406
i3018;FB202419;RB202419;1662
i3018;FB203292;RB203292;445
i3018;FB202159;RB202159;745
i3018;FB202977;RB202977;16274
i3018;FB201972;RB201972;985
i3018;FB201165;RB201165;1447
i3018;FB200010;RB200010;12767
i3018;FB201476;RB201476;14235
i3018;FB201252;RB201252;648
i3018;FB201910;RB201910;7091
i3018;FB201174;RB201174;7121
i3018;FB202641;RB202641;251
i3018;FB200684;RB200684;2436
i3018;FB202457;RB202457;576
i3018;FB200804;RB200804;2369
i3018;FB200078;RB200078;924
i3018;FB202767;RB202767;41
i3018;FB201784;RB201784;522
i3018;FB200920;RB200920;864
i3018;FB200834;RB200834;207
i3018;FB202086;RB202086;1010
i3018;FB202277;RB202277;495
i3018;FB200805;RB200805;2676
i3018;FB202947;RB202947;165
i3018;FB202500;RB202500;1464
i3018;FB200491;RB200491;227
i3018;FB202145;RB202145;1845
i3018;FB200253;RB200253;132
i3018;FB202883;RB202883;7490
i3018;FB201811;RB201811;3303
i3018;FB201843;RB201843;6574
i3018;FB202677;RB202677;3958
i3018;FB200044;RB200044;1591
i3018;FB201288;RB201288;9460
i3018;FB200233;RB200233;997
i3018;FB201634;RB201634;1200
i3018;FB201275;RB201275;4301
i3018;FB201066;RB201066;28327
i3018;FB202356;RB202356;1099
i3018;FB203004;RB203004;11565
i3018;FB201208;RB201208;2376
i3018;FB201388;RB201388;1063
i3018;FB200281;RB200281;832
i3018;FB201225;RB201225;9484
i3018;FB200106;RB200106;791
i3018;FB201249;RB201249;524
i3018;FB201588;RB201588;1011
i3018;FB201590;RB201590;4361
i3018;FB201962;RB201962;2231
i3018;FB203056;RB203056;1326
i3018;FB201898;RB201898;1657
i3018;FB202111;RB202111;4849
i3018;FB201496;RB201496;1584
i3018;FB202523;RB202523;825
i3018;FB201858;RB201858;1934
i3018;FB201036;RB201036;51960
i3018;FB201319;RB201319;62519
i3018;FB202670;RB202670;171
i3018;FB201722;RB201722;4559
i3018;FB200086;RB200086;3144
i3018;FB201977;RB201977;5348
i3018;FB201773;RB201773;3769
i3018;FB200019;RB200019;18818
i3018;FB202562;RB202562;283
i3018;FB201235;RB201235;1877
i3018;FB203870;RB203870;1228
i3018;FB202790;RB202790;1514
i3018;FB201582;RB201582;3493
i3018;FB202573;RB202573;35
i3018;FB202587;RB202587;291
i3018;FB201217;RB201217;22588
i3018;FB201532;RB201532;1891
i3018;FB201311;RB201311;843
i3018;FB201665;RB201665;10302
i3018;FB200590;RB200590;21581
i3018;FB201845;RB201845;10344
i3018;FB200881;RB200881;2864
i3018;FB200271;RB200271;22124
i3018;FB202485;RB202485;975
i3018;FB201803;RB201803;1640
i3018;FB202406;RB202406;244
i3018;FB200418;RB200418;78130
i3018;FB201060;RB201060;11232
i3018;FB200123;RB200123;452
i3018;FB202595;RB202595;337
i3018;FB201422;RB201422;79124
i3018;FB203221;RB203221;418672
i3018;FB200372;RB200372;10524
i3018;FB201825;RB201825;4212
i3018;FB200545;RB200545;611
i3018;FB200577;RB200577;1724
i3018;FB200475;RB200475;71
i3018;FB200061;RB200061;171
i3018;FB200275;RB200275;3502
i3018;FB201078;RB201078;2585
i3018;FB200212;RB200212;8067
i3018;FB202841;RB202841;3720
i3018;FB200215;RB200215;622
i3018;FB200334;RB200334;81
i3018;FB200923;RB200923;88
i3018;FB201480;RB201480;499
i3018;FB201114;RB201114;177
i3018;FB202071;RB202071;1433
i3018;FB200147;RB200147;441
i3018;FB201754;RB201754;275
i3018;FB200800;RB200800;7452
i3018;FB203196;RB203196;3934
i3018;FB200069;RB200069;262
i3018;FB200403;RB200403;174
i3018;FB200837;RB200837;86
i3018;FB200331;RB200331;2534
i3018;FB200389;RB200389;26567
i3018;FB201338;RB201338;44877
i3018;FB202680;RB202680;1167
i3018;FB201701;RB201701;3455
i3018;FB201937;RB201937;370
i3018;FB201695;RB201695;1716
i3018;FB201924;RB201924;68792
i3018;FB201851;RB201851;98
i3018;FB201917;RB201917;2184
i3018;FB204052;RB204052;382
i3018;FB201150;RB201150;1282
i3018;FB201146;RB201146;796
i3018;FB201600;RB201600;8247
i3018;FB202010;RB202010;1075
i3018;FB201412;RB201412;26411
i3018;FB200267;RB200267;1435
i3018;FB202273;RB202273;2669
i3018;FB202299;RB202299;698
i3018;FB202607;RB202607;4934
i3018;FB200091;RB200091;1630
i3018;FB202182;RB202182;191
i3018;FB203317;RB203317;375
i3018;FB200339;RB200339;6618
i3018;FB200360;RB200360;252
i3018;FB202752;RB202752;555
i3018;FB200734;RB200734;5198
i3018;FB202734;RB202734;10145
i3018;FB202058;RB202058;523
i3018;FB201102;RB201102;13376
i3018;FB200399;RB200399;2722
i3018;FB201237;RB201237;2311
i3018;FB201540;RB201540;14504
i3018;FB202340;RB202340;121086
i3018;FB200241;RB200241;280
i3018;FB201769;RB201769;279
i3018;FB200109;RB200109;192
i3018;FB201138;RB201138;333
i3018;FB201947;RB201947;86852
i3018;FB200497;RB200497;659
i3018;FB203202;RB203202;1508
i3018;FB200875;RB200875;3858
i3018;FB201210;RB201210;3782
i3018;FB202144;RB202144;829
i3018;FB201870;RB201870;1953
i3018;FB202995;RB202995;3582
i3018;FB201970;RB201970;1730
i3018;FB200064;RB200064;6008
i3018;FB202066;RB202066;2093
i3018;FB200256;RB200256;4375
i3018;FB202198;RB202198;166893
i3018;FB203050;RB203050;3801
i3018;FB201082;RB201082;110
i3018;FB201420;RB201420;2002
i3018;FB201526;RB201526;1366
i3018;FB201463;RB201463;197
i3018;FB201527;RB201527;7872
i3018;FB203324;RB203324;4102
i3018;FB202736;RB202736;243
i3018;FB200090;RB200090;131
i3018;FB200468;RB200468;946
i3018;FB2IC045;RB2IC045;3728
i3018;FB201747;RB201747;867
i3018;FB200244;RB200244;6492
i3018;FB201572;RB201572;3081
i3018;FB201787;RB201787;1277
i3018;FB200199;RB200199;33471
i3018;FB202691;RB202691;151
i3018;FB200715;RB200715;1156
i3018;FB201124;RB201124;7673
i3018;FB200415;RB200415;445
i3018;FB202138;RB202138;5350
i3018;FB200998;RB200998;122
i3018;FB202171;RB202171;1429
i3018;FB200682;RB200682;49101
i3018;FB201479;RB201479;46
i3018;FB202134;RB202134;1333
i3018;FB202025;RB202025;125
i3018;FB203289;RB203289;291
i3018;FB201377;RB201377;289
i3018;FB200300;RB200300;836
i3018;FB200915;RB200915;5076
i3018;FB202787;RB202787;5362
i3018;FB203345;RB203345;3361
i3018;FB201269;RB201269;340
i3018;FB202200;RB202200;1552
i3018;FB201255;RB201255;2356
i3018;FB202201;RB202201;1968
i3018;FB202583;RB202583;1517
i3018;FB201432;RB201432;16233
i3018;FB201156;RB201156;3798
i3018;FB201334;RB201334;570
i3018;FB203277;RB203277;447
i3018;FB200878;RB200878;607
i3018;FB200408;RB200408;794
i3018;FB200309;RB200309;782
i3018;FB202258;RB202258;146
i3018;FB200030;RB200030;522
i3018;FB202725;RB202725;3957
i3018;FB200548;RB200548;47451
i3018;FB200242;RB200242;1161
i3018;FB200411;RB200411;74849
i3018;FB200270;RB200270;382
i3018;FB202629;RB202629;14688
i3018;FB201410;RB201410;2840
i3018;FB201544;RB201544;2745
i3018;FB202476;RB202476;730
i3018;FB200884;RB200884;82
i3018;FB200571;RB200571;122
i3018;FB200188;RB200188;104
i3018;FB200980;RB200980;68
i3018;FB202497;RB202497;145
i3018;FB200263;RB200263;208
i3018;FB202188;RB202188;287
i3018;FB201243;RB201243;5659
i3018;FB201798;RB201798;167
i3018;FB202817;RB202817;1483
i3018;FB202794;RB202794;1043
i3018;FB201398;RB201398;5058
i3018;FB201399;RB201399;388
i3018;FB201666;RB201666;5402
i3018;FB201343;RB201343;997
i3018;FB201147;RB201147;1
i3018;FB202555;RB202555;1134
i3018;FB201266;RB201266;2632
i3018;FB201987;RB201987;1163
i3018;FB202100;RB202100;693
i3018;FB202845;RB202845;295
i3018;FB201830;RB201830;4336
i3018;FB200247;RB200247;10932
i3018;FB201925;RB201925;3716
i3018;FB202928;RB202928;21510
i3018;FB202120;RB202120;704
i3018;FB201774;RB201774;4149
i3018;FB202116;RB202116;7194
i3018;FB202106;RB202106;774
i3018;FB201148;RB201148;539
i3018;FB201960;RB201960;4199
i3018;FB200673;RB200673;455
i3018;FB200317;RB200317;4869
i3018;FB202128;RB202128;15447
i3018;FB202147;RB202147;10916
